OrigName,OrigLat,OrigLon,DestName,DestLat,DestLon,
Howland Center,41.2483,-80.7444,Brazzaville,-4.2592,15.2847,
Essex,41.3499,-72.4146,Kinshasa,-4.3297,15.315,
Indian River Estates,27.3564,-80.2984,San José,9.935,-84.0841,
East Rochester,43.112,-77.4869,Abidjan,5.32,-4.04,
Ironwood,46.4522,-90.1505,Yamoussoukro,6.8184,-5.2755,
Hapeville,33.6609,-84.4093,Zagreb,45.8,16,
International Falls,48.5884,-93.4083,Havana,23.132,-82.3642,
Cherryville,35.3844,-81.3781,Willemstad,12.2004,-69.02,
Slippery Rock,41.0695,-80.058,Nicosia,35.1667,33.3666,
Waimanalo,21.3421,-157.7303,Prague,50.0833,14.466,
Savage,39.1485,-76.8228,Copenhagen,55.6786,12.5635,
Veneta,44.0471,-123.3514,Djibouti,11.595,43.148,
Abilene,38.9229,-97.2251,Roseau,15.301,-61.387,
Decatur,33.2269,-97.5886,Santo Domingo,18.4701,-69.9001,
Hillsboro,39.2123,-83.6113,Quito,-0.215,-78.5001,
Lexington,35.6611,-88.3946,Cairo,30.05,31.25,
Laurel Bay,32.4599,-80.7869,San Salvador,13.71,-89.203,
Kabul,34.5167,69.1833,Malabo,3.75,8.7833,
Tirana,41.3275,19.8189,Asmara,15.3333,38.9333,
Algiers,36.7631,3.0506,Tallinn,59.4339,24.728,
Pago Pago,-14.274,-170.7046,Addis Ababa,9.0333,38.7,
Andorra la Vella,42.5,1.5165,Suva,-18.133,178.4417,
Luanda,-8.8383,13.2344,Helsinki,60.1756,24.9341,
Saint John’s,17.118,-61.85,Paris,48.8667,2.3333,
Buenos Aires,-34.6025,-58.3975,Libreville,0.3854,9.458,
Yerevan,40.1812,44.5136,Banjul,13.4539,-16.5917,
Oranjestad,12.5304,-70.029,Tbilisi,41.725,44.7908,
Canberra,-35.283,149.129,Berlin,52.5218,13.4015,
Vienna,48.2,16.3666,Accra,5.55,-0.2167,
Baku,40.3953,49.8622,Athens,37.9833,23.7333,
Nassau,25.0834,-77.35,Saint George’s,12.0526,-61.7416,
Manama,26.2361,50.5831,Hagåtña,13.4745,144.7504,
Dhaka,23.7231,90.4086,Guatemala City,14.6211,-90.527,
Bridgetown,13.102,-59.6165,Conakry,9.5315,-13.6802,
Minsk,53.9,27.5666,Bissau,11.865,-15.5984,
Brussels,50.8333,4.3333,Georgetown,6.802,-58.167,
Belmopan,17.252,-88.7671,Port-au-Prince,18.541,-72.336,
Cotonou,6.4,2.52,Tegucigalpa,14.102,-87.2175,
Porto-Novo,6.4833,2.6166,Budapest,47.5,19.0833,
Thimphu,27.473,89.639,Reykjavík,64.15,-21.95,
La Paz,-16.498,-68.15,New Delhi,28.6,77.2,
Sucre,-19.041,-65.2595,Jakarta,-6.1744,106.8294,
Sarajevo,43.85,18.383,Tehran,35.6719,51.4243,
Gaborone,-24.6463,25.9119,Baghdad,33.3386,44.3939,
Brasília,-15.7833,-47.9161,Dublin,53.3331,-6.2489,
Bandar Seri Begawan,4.8833,114.9333,Jerusalem,31.7784,35.2066,
Sofia,42.6833,23.3167,Rome,41.896,12.4833,
Ouagadougou,12.3703,-1.5247,Kingston,17.9771,-76.7674,
Rangoon,16.7834,96.1667,Tokyo,35.685,139.7514,
Nay Pyi Taw,19.7666,96.1186,Amman,31.95,35.9333,
Bujumbura,-3.3761,29.36,Nur-Sultan,51.1811,71.4278,
Gitega,-3.4271,29.9246,Nairobi,-1.2833,36.8167,
Praia,14.9167,-23.5167,Tarawa,1.3382,173.0176,
Phnom Penh,11.55,104.9166,Pyongyang,39.0194,125.7547,
Yaoundé,3.8667,11.5167,Seoul,37.5663,126.9997,
Ottawa,45.4167,-75.7,Pristina,42.6666,21.1724,
Bangui,4.3666,18.5583,Kuwait City,29.3697,47.9783,
N’Djamena,12.1131,15.0491,Bishkek,42.8731,74.5852,
Santiago,-33.45,-70.667,Vientiane,17.9667,102.6,
Beijing,39.9289,116.3883,Riga,56.95,24.1,
Bogotá,4.5964,-74.0833,Beirut,33.872,35.5097,
Moroni,-11.7042,43.2402,Maseru,-29.3167,27.4833,
Brazzaville,-4.2592,15.2847,Monrovia,6.3106,-10.8048,
Kinshasa,-4.3297,15.315,Tripoli,32.8925,13.18,
San José,9.935,-84.0841,Vaduz,47.1337,9.5167,
Abidjan,5.32,-4.04,Vilnius,54.6834,25.3166,
Yamoussoukro,6.8184,-5.2755,Luxembourg,49.6117,6.13,
Zagreb,45.8,16,Skopje,42,21.4335,
Havana,23.132,-82.3642,Antananarivo,-18.9166,47.5166,
Willemstad,12.2004,-69.02,Lilongwe,-13.9833,33.7833,
Nicosia,35.1667,33.3666,Kuala Lumpur,3.1667,101.7,
Prague,50.0833,14.466,Male,4.1667,73.4999,
Copenhagen,55.6786,12.5635,Bamako,12.65,-8,
Djibouti,11.595,43.148,Valletta,35.8997,14.5147,
Roseau,15.301,-61.387,Majuro,7.103,171.38,
Santo Domingo,18.4701,-69.9001,Nouakchott,18.0864,-15.9753,
Quito,-0.215,-78.5001,Port Louis,-20.1666,57.5,
Cairo,30.05,31.25,Mexico City,19.4424,-99.131,
San Salvador,13.71,-89.203,Palikir,6.9166,158.15,
Malabo,3.75,8.7833,Chisinau,47.005,28.8577,
Asmara,15.3333,38.9333,Monaco,43.7396,7.4069,
Tallinn,59.4339,24.728,Ulaanbaatar,47.9167,106.9166,
Addis Ababa,9.0333,38.7,Podgorica,42.466,19.2663,
Suva,-18.133,178.4417,Rabat,34.0253,-6.8361,
Helsinki,60.1756,24.9341,Maputo,-25.9553,32.5892,
Paris,48.8667,2.3333,Windhoek,-22.57,17.0835,
Libreville,0.3854,9.458,Kathmandu,27.7167,85.3166,
Banjul,13.4539,-16.5917,The Hague,52.08,4.27,
Tbilisi,41.725,44.7908,Amsterdam,52.35,4.9166,
Berlin,52.5218,13.4015,Wellington,-41.3,174.7833,
Accra,5.55,-0.2167,Managua,12.153,-86.2685,
Athens,37.9833,23.7333,Niamey,13.5167,2.1167,
Saint George’s,12.0526,-61.7416,Abuja,9.0833,7.5333,
Hagåtña,13.4745,144.7504,Capitol Hill,15.2137,145.7546,
Guatemala City,14.6211,-90.527,Oslo,59.9167,10.75,
Conakry,9.5315,-13.6802,Muscat,23.6133,58.5933,
Bissau,11.865,-15.5984,Islamabad,33.7,73.1666,
Georgetown,6.802,-58.167,Ngerulmud,7.5,134.6242,
Port-au-Prince,18.541,-72.336,Panama City,8.968,-79.533,
Tegucigalpa,14.102,-87.2175,Port Moresby,-9.4647,147.1925,
Budapest,47.5,19.0833,Asunción,-25.2964,-57.6415,
Reykjavík,64.15,-21.95,Lima,-12.048,-77.0501,
New Delhi,28.6,77.2,Manila,14.6042,120.9822,
Jakarta,-6.1744,106.8294,Warsaw,52.25,21,
Tehran,35.6719,51.4243,Lisbon,38.7227,-9.1449,
Baghdad,33.3386,44.3939,Doha,25.2866,51.533,
Dublin,53.3331,-6.2489,Bucharest,44.4334,26.0999,
Kabul,34.5167,69.1833,Moscow,55.7522,37.6155,
Tirana,41.3275,19.8189,Kigali,-1.9536,30.0605,
Algiers,36.7631,3.0506,Basseterre,17.302,-62.717,
Pago Pago,-14.274,-170.7046,Castries,14.002,-61,
Andorra la Vella,42.5,1.5165,Kingstown,13.1483,-61.2121,
Luanda,-8.8383,13.2344,Apia,-13.8415,-171.7386,
Saint John’s,17.118,-61.85,San Marino,43.9172,12.4667,
Buenos Aires,-34.6025,-58.3975,São Tomé,0.3334,6.7333,
Yerevan,40.1812,44.5136,Riyadh,24.6408,46.7727,
Oranjestad,12.5304,-70.029,Dakar,14.7158,-17.4731,
Canberra,-35.283,149.129,Belgrade,44.8186,20.468,
Vienna,48.2,16.3666,Victoria,-4.6166,55.45,
Baku,40.3953,49.8622,Freetown,8.47,-13.2342,
Nassau,25.0834,-77.35,Singapore,1.293,103.8558,
Manama,26.2361,50.5831,Philipsburg,18.0255,-63.045,
Dhaka,23.7231,90.4086,Bratislava,48.15,17.117,
Bridgetown,13.102,-59.6165,Ljubljana,46.0553,14.515,
Minsk,53.9,27.5666,Honiara,-9.438,159.9498,
Brussels,50.8333,4.3333,Mogadishu,2.0667,45.3667,
Belmopan,17.252,-88.7671,Cape Town,-33.92,18.435,
Cotonou,6.4,2.52,Pretoria,-25.7069,28.2294,
Porto-Novo,6.4833,2.6166,Bloemfontein,-29.12,26.2299,
Thimphu,27.473,89.639,Juba,4.83,31.58,
La Paz,-16.498,-68.15,Madrid,40.4,-3.6834,
Sucre,-19.041,-65.2595,Colombo,6.932,79.8578,
Sarajevo,43.85,18.383,Sri Jayewardenepura Kotte,6.9,79.95,
Gaborone,-24.6463,25.9119,Khartoum,15.5881,32.5342,
Brasília,-15.7833,-47.9161,Paramaribo,5.835,-55.167,
Bandar Seri Begawan,4.8833,114.9333,Mbabane,-26.3167,31.1333,
Sofia,42.6833,23.3167,Lobamba,-26.4667,31.2,
Ouagadougou,12.3703,-1.5247,Stockholm,59.3508,18.0973,
Rangoon,16.7834,96.1667,Bern,46.9167,7.467,
Nay Pyi Taw,19.7666,96.1186,Damascus,33.5,36.3,
Bujumbura,-3.3761,29.36,Taipei,25.0358,121.5683,
Gitega,-3.4271,29.9246,Dushanbe,38.56,68.7739,
Praia,14.9167,-23.5167,Dar es Salaam,-6.8,39.2683,
Phnom Penh,11.55,104.9166,Dodoma,-6.1833,35.75,
Yaoundé,3.8667,11.5167,Bangkok,13.75,100.5166,
Ottawa,45.4167,-75.7,Dili,-8.5594,125.5795,
Bangui,4.3666,18.5583,Lomé,6.1319,1.2228,
N’Djamena,12.1131,15.0491,Nuku‘alofa,-21.1385,-175.2206,
Santiago,-33.45,-70.667,Port of Spain,10.652,-61.517,
Beijing,39.9289,116.3883,Tunis,36.8028,10.1797,
Kabul,34.5167,69.1833,Ankara,39.9272,32.8644,
Tirana,41.3275,19.8189,Ashgabat,37.95,58.3833,
Algiers,36.7631,3.0506,Funafuti,-8.5167,179.2166,
Pago Pago,-14.274,-170.7046,Kampala,0.3167,32.5833,
Andorra la Vella,42.5,1.5165,Kyiv,50.4334,30.5166,
Luanda,-8.8383,13.2344,Abu Dhabi,24.4667,54.3666,
Saint John’s,17.118,-61.85,London,51.5,-0.1167,
Buenos Aires,-34.6025,-58.3975,Washington,38.9047,-77.0163,
Yerevan,40.1812,44.5136,Montevideo,-34.858,-56.1711,
Oranjestad,12.5304,-70.029,Tashkent,41.3117,69.2949,
Canberra,-35.283,149.129,Port-Vila,-17.7334,168.3166,
Vienna,48.2,16.3666,Caracas,10.501,-66.917,
Baku,40.3953,49.8622,Hanoi,21.0333,105.85,
Nassau,25.0834,-77.35,Al Quds,31.7764,35.2269,
Manama,26.2361,50.5831,Sanaa,15.3547,44.2066,
Dhaka,23.7231,90.4086,Lusaka,-15.4166,28.2833,
Bridgetown,13.102,-59.6165,Harare,-17.8178,31.0447,
Minsk,53.9,27.5666,Vienna,48.2,16.3666,
Brussels,50.8333,4.3333,Berlin,52.5218,13.4015,
Belmopan,17.252,-88.7671,Accra,5.55,-0.2167,
Cotonou,6.4,2.52,Athens,37.9833,23.7333,
Porto-Novo,6.4833,2.6166,Saint George’s,12.0526,-61.7416,
Thimphu,27.473,89.639,Hagåtña,13.4745,144.7504,
La Paz,-16.498,-68.15,Guatemala City,14.6211,-90.527,
Sucre,-19.041,-65.2595,Conakry,9.5315,-13.6802,
Sarajevo,43.85,18.383,Bissau,11.865,-15.5984,
Gaborone,-24.6463,25.9119,Georgetown,6.802,-58.167,
Brasília,-15.7833,-47.9161,Port-au-Prince,18.541,-72.336,
Bandar Seri Begawan,4.8833,114.9333,Tegucigalpa,14.102,-87.2175,
Sofia,42.6833,23.3167,Budapest,47.5,19.0833,
Ouagadougou,12.3703,-1.5247,Reykjavík,64.15,-21.95,
Rangoon,16.7834,96.1667,New Delhi,28.6,77.2,
Nay Pyi Taw,19.7666,96.1186,Jakarta,-6.1744,106.8294,
Bujumbura,-3.3761,29.36,Tehran,35.6719,51.4243,
Gitega,-3.4271,29.9246,Baghdad,33.3386,44.3939,
Praia,14.9167,-23.5167,Dublin,53.3331,-6.2489,
Phnom Penh,11.55,104.9166,Jerusalem,31.7784,35.2066,
Yaoundé,3.8667,11.5167,Rome,41.896,12.4833,
Ottawa,45.4167,-75.7,Kingston,17.9771,-76.7674,
Bangui,4.3666,18.5583,Tokyo,35.685,139.7514,
N’Djamena,12.1131,15.0491,Zürich,47.38,8.55,
Santiago,-33.45,-70.667,Baoding,38.8704,115.48,
Beijing,39.9289,116.3883,Zigong,29.4,104.78,
Bogotá,4.5964,-74.0833,Sharjah,25.3714,55.4065,
Moroni,-11.7042,43.2402,Tokyo,35.685,139.7514,
Brazzaville,-4.2592,15.2847,New York,40.6943,-73.9249,
Kinshasa,-4.3297,15.315,Mexico City,19.4424,-99.131,
San José,9.935,-84.0841,Mumbai,19.017,72.857,
Abidjan,5.32,-4.04,São Paulo,-23.5587,-46.625,
Yamoussoukro,6.8184,-5.2755,Delhi,28.67,77.23,
Zagreb,45.8,16,Shanghai,31.2165,121.4365,
Havana,23.132,-82.3642,Kolkata,22.495,88.3247,
Willemstad,12.2004,-69.02,Los Angeles,34.1139,-118.4068,
Nicosia,35.1667,33.3666,Dhaka,23.7231,90.4086,
Prague,50.0833,14.466,Buenos Aires,-34.6025,-58.3975,
Copenhagen,55.6786,12.5635,Karachi,24.87,66.99,
Djibouti,11.595,43.148,Cairo,30.05,31.25,
Roseau,15.301,-61.387,Rio de Janeiro,-22.925,-43.225,
Santo Domingo,18.4701,-69.9001,Ōsaka,34.75,135.4601,
Quito,-0.215,-78.5001,Beijing,39.9289,116.3883,
Cairo,30.05,31.25,Manila,14.6042,120.9822,
San Salvador,13.71,-89.203,Moscow,55.7522,37.6155,
Malabo,3.75,8.7833,Istanbul,41.105,29.01,
Asmara,15.3333,38.9333,Paris,48.8667,2.3333,
Tallinn,59.4339,24.728,Seoul,37.5663,126.9997,
Addis Ababa,9.0333,38.7,Lagos,6.4433,3.3915,
Suva,-18.133,178.4417,Jakarta,-6.1744,106.8294,
Helsinki,60.1756,24.9341,Guangzhou,23.145,113.325,
Paris,48.8667,2.3333,Chicago,41.8373,-87.6862,
Libreville,0.3854,9.458,London,51.5,-0.1167,
Banjul,13.4539,-16.5917,Lima,-12.048,-77.0501,
Tbilisi,41.725,44.7908,Tehran,35.6719,51.4243,
Berlin,52.5218,13.4015,Kinshasa,-4.3297,15.315,
Accra,5.55,-0.2167,Bogotá,4.5964,-74.0833,
Athens,37.9833,23.7333,Shenzhen,22.5524,114.1221,
Saint George’s,12.0526,-61.7416,Wuhan,30.58,114.27,
Hagåtña,13.4745,144.7504,Hong Kong,22.305,114.185,
Guatemala City,14.6211,-90.527,Tianjin,39.13,117.2,
Conakry,9.5315,-13.6802,Chennai,13.09,80.28,
Bissau,11.865,-15.5984,Taipei,25.0358,121.5683,
Georgetown,6.802,-58.167,Bengalūru,12.97,77.56,
Port-au-Prince,18.541,-72.336,Bangkok,13.75,100.5166,
Tegucigalpa,14.102,-87.2175,Santiago,-33.45,-70.667,
Budapest,47.5,19.0833,Philadelphia,40.0077,-75.1339,
Reykjavík,64.15,-21.95,Belo Horizonte,-19.915,-43.915,
New Delhi,28.6,77.2,Madrid,40.4,-3.6834,
Jakarta,-6.1744,106.8294,Houston,29.7869,-95.3905,
Tehran,35.6719,51.4243,Ahmadābād,23.0301,72.58,
Baghdad,33.3386,44.3939,Ho Chi Minh City,10.78,106.695,
Dublin,53.3331,-6.2489,Washington,38.9047,-77.0163,
Jerusalem,31.7784,35.2066,Atlanta,33.7627,-84.4225,
Rome,41.896,12.4833,Toronto,43.7,-79.42,
Kingston,17.9771,-76.7674,Singapore,1.293,103.8558,
Tokyo,35.685,139.7514,Luanda,-8.8383,13.2344,
Amman,31.95,35.9333,Baghdad,33.3386,44.3939,
Nur-Sultan,51.1811,71.4278,Barcelona,41.3833,2.1834,
Nairobi,-1.2833,36.8167,Hāora,22.5804,88.3299,
Tarawa,1.3382,173.0176,Shenyang,41.805,123.45,
Pyongyang,39.0194,125.7547,Khartoum,15.5881,32.5342,
Seoul,37.5663,126.9997,Pune,18.53,73.85,
Pristina,42.6666,21.1724,Boston,42.3188,-71.0846,
Kuwait City,29.3697,47.9783,Sydney,-33.92,151.1852,
Bishkek,42.8731,74.5852,Saint Petersburg,59.939,30.316,
Vientiane,17.9667,102.6,Chittagong,22.33,91.8,
Riga,56.95,24.1,Dongguan,23.0489,113.7447,
Beirut,33.872,35.5097,Riyadh,24.6408,46.7727,
Maseru,-29.3167,27.4833,Hanoi,21.0333,105.85,
Monrovia,6.3106,-10.8048,Guadalajara,20.67,-103.33,
Tripoli,32.8925,13.18,Melbourne,-37.82,144.975,
Vaduz,47.1337,9.5167,Alexandria,31.2,29.95,
Vilnius,54.6834,25.3166,Chengdu,30.67,104.07,
Luxembourg,49.6117,6.13,Rangoon,16.7834,96.1667,
Skopje,42,21.4335,Phoenix,33.5722,-112.0891,
Antananarivo,-18.9166,47.5166,Xi’an,34.275,108.895,
Lilongwe,-13.9833,33.7833,Porto Alegre,-30.05,-51.2,
Kuala Lumpur,3.1667,101.7,Sūrat,21.2,72.84,
Male,4.1667,73.4999,Hechi,23.0965,109.6091,
Bamako,12.65,-8,Abidjan,5.32,-4.04,
Valletta,35.8997,14.5147,Brasília,-15.7833,-47.9161,
Majuro,7.103,171.38,Ankara,39.9272,32.8644,
Nouakchott,18.0864,-15.9753,Monterrey,25.67,-100.33,
Port Louis,-20.1666,57.5,Yokohama,35.32,139.58,
Mexico City,19.4424,-99.131,Nanjing,32.05,118.78,
Palikir,6.9166,158.15,Montréal,45.5,-73.5833,
Chisinau,47.005,28.8577,Guiyang,26.58,106.72,
Monaco,43.7396,7.4069,Recife,-8.0756,-34.9156,
Ulaanbaatar,47.9167,106.9166,Seattle,47.6211,-122.3244,
Podgorica,42.466,19.2663,Harbin,45.75,126.65,
Rabat,34.0253,-6.8361,San Francisco,37.7562,-122.443,
Maputo,-25.9553,32.5892,Fortaleza,-3.75,-38.58,
Windhoek,-22.57,17.0835,Zhangzhou,24.5204,117.67,
Kathmandu,27.7167,85.3166,Detroit,42.3834,-83.1024,
The Hague,52.08,4.27,Salvador,-12.97,-38.48,
Amsterdam,52.35,4.9166,Busan,35.0951,129.01,
Wellington,-41.3,174.7833,Johannesburg,-26.17,28.03,
Managua,12.153,-86.2685,Berlin,52.5218,13.4015,
Niamey,13.5167,2.1167,Algiers,36.7631,3.0506,
Abuja,9.0833,7.5333,Rome,41.896,12.4833,
Capitol Hill,15.2137,145.7546,Pyongyang,39.0194,125.7547,
Oslo,59.9167,10.75,Medellín,6.275,-75.575,
Muscat,23.6133,58.5933,Kabul,34.5167,69.1833,
Islamabad,33.7,73.1666,Athens,37.9833,23.7333,
Ngerulmud,7.5,134.6242,Nagoya,35.155,136.915,
Panama City,8.968,-79.533,Cape Town,-33.92,18.435,
Port Moresby,-9.4647,147.1925,San Diego,32.8312,-117.1225,
Asunción,-25.2964,-57.6415,Changchun,43.865,125.34,
Lima,-12.048,-77.0501,Casablanca,33.6,-7.6164,
Manila,14.6042,120.9822,Dalian,38.9228,121.6298,
Warsaw,52.25,21,Cawnpore,26.46,80.32,
Lisbon,38.7227,-9.1449,Kano,12,8.52,
Doha,25.2866,51.533,Tel Aviv-Yafo,32.08,34.77,
Bucharest,44.4334,26.0999,Addis Ababa,9.0333,38.7,
Moscow,55.7522,37.6155,Curitiba,-25.42,-49.32,
Kigali,-1.9536,30.0605,Zibo,36.8,118.05,
Basseterre,17.302,-62.717,Jeddah,21.5169,39.2192,
Castries,14.002,-61,Nairobi,-1.2833,36.8167,
Kingstown,13.1483,-61.2121,Hangzhou,30.25,120.17,
Apia,-13.8415,-171.7386,Benoni,-26.1496,28.3299,
San Marino,43.9172,12.4667,Caracas,10.501,-66.917,
São Tomé,0.3334,6.7333,Milan,45.47,9.205,
Riyadh,24.6408,46.7727,Stuttgart,48.78,9.2,
Dakar,14.7158,-17.4731,Kunming,25.07,102.68,
Belgrade,44.8186,20.468,Dar es Salaam,-6.8,39.2683,
Victoria,-4.6166,55.45,Minneapolis,44.9635,-93.2678,
Freetown,8.47,-13.2342,Jaipur,26.9211,75.81,
Singapore,1.293,103.8558,Taiyuan,37.875,112.5451,
Philipsburg,18.0255,-63.045,Frankfurt,50.1,8.675,
Bratislava,48.15,17.117,Qingdao,36.09,120.33,
Ljubljana,46.0553,14.515,Surabaya,-7.2492,112.7508,
Honiara,-9.438,159.9498,Lisbon,38.7227,-9.1449,
Mogadishu,2.0667,45.3667,Tampa,27.9942,-82.4451,
Cape Town,-33.92,18.435,Jinan,36.675,116.995,
Pretoria,-25.7069,28.2294,Fukuoka,33.595,130.41,
Bloemfontein,-29.12,26.2299,Campinas,-22.9,-47.1,
Juba,4.83,31.58,Denver,39.7621,-104.8759,
Madrid,40.4,-3.6834,Kaohsiung,22.6333,120.2666,
Colombo,6.932,79.8578,Quezon City,14.6504,121.03,
London,51.5,-0.1167,University Park,41.446,-87.7154,
London,51.5,-0.1167,Centerville,34.5256,-82.7161,
London,51.5,-0.1167,Murillo,26.2642,-98.1233,
London,51.5,-0.1167,St. Augustine Beach,29.8414,-81.2713,
London,51.5,-0.1167,Orange City,43.0021,-96.0567,
London,51.5,-0.1167,Madison Park,40.4461,-74.2959,
London,51.5,-0.1167,Belle Isle,28.4724,-81.3491,
London,51.5,-0.1167,Farr West,41.3015,-112.0318,
London,51.5,-0.1167,Leitchfield,37.4862,-86.2857,
London,51.5,-0.1167,Stawell,-37.0596,142.76,
London,51.5,-0.1167,Emmitsburg,39.7051,-77.3217,
London,51.5,-0.1167,Mount Carmel,38.4187,-87.7694,
London,51.5,-0.1167,Kingston,41.4738,-71.5236,
London,51.5,-0.1167,Madison,44.0062,-97.1084,
London,51.5,-0.1167,Mountainside,40.6811,-74.36,
London,51.5,-0.1167,Plumas Lake,38.9924,-121.558,
London,51.5,-0.1167,Kiel,43.9167,-88.0266,
London,51.5,-0.1167,Ocean City,38.3998,-75.0716,
London,51.5,-0.1167,Sturtevant,42.6995,-87.9019,
London,51.5,-0.1167,Sedona,34.8574,-111.7951,
London,51.5,-0.1167,Commerce,34.2127,-83.4729,
London,51.5,-0.1167,Adel,31.1271,-83.4232,
London,51.5,-0.1167,Marion,34.1787,-79.3966,
London,51.5,-0.1167,Alta Sierra,39.1237,-121.0523,
London,51.5,-0.1167,Atherton,-17.2703,145.4694,
London,51.5,-0.1167,Bridge City,29.9321,-90.1594,
London,51.5,-0.1167,Trumann,35.6761,-90.5231,
London,51.5,-0.1167,Westmere,42.6883,-73.8744,
London,51.5,-0.1167,Desert Palms,33.779,-116.293,
London,51.5,-0.1167,Ashland,46.5801,-90.8715,
London,51.5,-0.1167,Cottage Grove,43.0908,-89.2026,
London,51.5,-0.1167,Treasure Island,27.774,-82.7663,
London,51.5,-0.1167,Mendota,41.5553,-89.1042,
London,51.5,-0.1167,Black Jack,38.7993,-90.264,
London,51.5,-0.1167,Kentfield,37.9481,-122.5498,
London,51.5,-0.1167,Huron,41.3913,-82.5635,
London,51.5,-0.1167,Ben Lomond,37.0782,-122.0882,
London,51.5,-0.1167,Portage Lakes,41.0034,-81.5347,
London,51.5,-0.1167,Nibley,41.6725,-111.8454,
London,51.5,-0.1167,Mira Monte,34.4284,-119.2853,
London,51.5,-0.1167,Barnesville,33.0508,-84.1527,
London,51.5,-0.1167,Sandston,37.512,-77.3149,
London,51.5,-0.1167,Allendale,41.0333,-74.1333,
London,51.5,-0.1167,Whitinsville,42.1146,-71.6688,
London,51.5,-0.1167,Thermalito,39.4909,-121.615,
London,51.5,-0.1167,Mechanicstown,41.4472,-74.3914,
London,51.5,-0.1167,King,36.2767,-80.3561,
London,51.5,-0.1167,Valley Park,38.5513,-90.4924,
London,51.5,-0.1167,Chestertown,39.2195,-76.071,
London,51.5,-0.1167,Whitemarsh Island,32.0304,-81.0109,
London,51.5,-0.1167,Farmington,36.037,-94.2537,
London,51.5,-0.1167,Welcome,34.8204,-82.46,
London,51.5,-0.1167,Milford,39.17,-84.281,
London,51.5,-0.1167,Columbia Falls,48.3708,-114.1903,
London,51.5,-0.1167,Brier,47.7922,-122.2734,
London,51.5,-0.1167,Whitmore Lake,42.4235,-83.7524,
London,51.5,-0.1167,North Patchogue,40.7833,-73.0234,
London,51.5,-0.1167,Rumson,40.3626,-74.0046,
London,51.5,-0.1167,Sturgis,44.411,-103.4976,
London,51.5,-0.1167,Old Greenwich,41.0253,-73.5692,
London,51.5,-0.1167,Mead,47.7795,-117.35,
London,51.5,-0.1167,Linwood,39.3435,-74.5708,
London,51.5,-0.1167,Perry,30.109,-83.5821,
London,51.5,-0.1167,Lutherville,39.424,-76.6177,
London,51.5,-0.1167,Lovejoy,33.4426,-84.3176,
London,51.5,-0.1167,Kaufman,32.5769,-96.316,
London,51.5,-0.1167,Seward,40.9094,-97.0962,
London,51.5,-0.1167,Roaring Spring,40.3348,-78.3959,
London,51.5,-0.1167,Greenbrier,36.4239,-86.7976,
London,51.5,-0.1167,Cos Cob,41.0513,-73.5931,
London,51.5,-0.1167,Atkinson,42.837,-71.1605,
London,51.5,-0.1167,Mexia,31.6809,-96.4833,
London,51.5,-0.1167,McCordsville,39.8967,-85.9208,
London,51.5,-0.1167,Beacon Square,28.2118,-82.7504,
London,51.5,-0.1167,Makawao,20.848,-156.319,
London,51.5,-0.1167,Cochituate,42.329,-71.3576,
London,51.5,-0.1167,Clover Creek,47.1404,-122.3827,
London,51.5,-0.1167,Russellville,36.8394,-86.895,
London,51.5,-0.1167,North Bend,47.4898,-121.7738,
London,51.5,-0.1167,Kingsland,30.6651,-98.4545,
London,51.5,-0.1167,Mount Vernon,37.9364,-87.8955,
London,51.5,-0.1167,Bath,42.3363,-77.318,
London,51.5,-0.1167,Litchfield,39.1963,-89.6288,
London,51.5,-0.1167,Loomis,38.8093,-121.1955,
London,51.5,-0.1167,Mount Ivy,41.1926,-74.0297,
London,51.5,-0.1167,Roslyn Heights,40.7787,-73.6396,
London,51.5,-0.1167,Village St. George,30.3598,-91.0672,
London,51.5,-0.1167,Cortland,41.332,-80.7195,
London,51.5,-0.1167,Lake Mills,43.0774,-88.9055,
London,51.5,-0.1167,Cowra,-33.8296,148.68,
London,51.5,-0.1167,Fircrest,47.2308,-122.5157,
London,51.5,-0.1167,Hondo,29.3532,-99.1621,
London,51.5,-0.1167,Kimberly,44.267,-88.3377,
London,51.5,-0.1167,East Shoreham,40.946,-72.8812,
London,51.5,-0.1167,Byron,42.1273,-89.2622,
London,51.5,-0.1167,Barrington,39.8689,-75.0514,
London,51.5,-0.1167,Colusa,39.2049,-122.0096,
London,51.5,-0.1167,Parkville,39.786,-76.9685,
London,51.5,-0.1167,Fort Meade,27.7645,-81.8058,
London,51.5,-0.1167,Roeland Park,39.0358,-94.6374,
London,51.5,-0.1167,Inniswold,30.3982,-91.071,
London,51.5,-0.1167,Bayville,40.9077,-73.5603,
London,51.5,-0.1167,Twin Lakes,39.8229,-105.0036,
London,51.5,-0.1167,Taylor Mill,39.0092,-84.4988,
London,51.5,-0.1167,Maple Glen,40.1778,-75.1793,
London,51.5,-0.1167,Crozet,38.0645,-78.6962,
London,51.5,-0.1167,Byron Bay,-28.6565,153.6129,
London,51.5,-0.1167,Plain City,41.307,-112.0877,
London,51.5,-0.1167,Youngtown,33.5846,-112.3047,
London,51.5,-0.1167,Homeacre-Lyndora,40.8721,-79.9211,
London,51.5,-0.1167,Blairsville,40.4325,-79.2599,
London,51.5,-0.1167,Thames,-37.1384,175.5853,
London,51.5,-0.1167,Enoch,37.7663,-113.0431,
London,51.5,-0.1167,Creswell,43.9212,-123.016,
